,order_id,order_date,city,category,product,quantity,unit_price,sales,customer_type,payment_method
25,1026,2025-02-08,Vizag,Clothing,Shoes,8,2374.9,18999.2,New,UPI
26,1027,2025-09-06,Vizag,Electronics,Mouse,4,466.63,1866.52,New,Net Banking
27,1028,2025-07-19,Delhi,Electronics,Keyboard,7,1080.52,7563.64,Returning,Cash
28,1029,2025-06-01,Mumbai,Home,Table,8,4654.8,37238.4,New,UPI
29,1030,2025-09-15,Bangalore,Groceries,Rice,1,81.35,81.35,New,UPI
30,1031,2025-05-01,Kolkata,Clothing,T-Shirt,2,621.03,1242.06,New,Card
31,1032,2025-10-26,Pune,Electronics,Webcam,2,3443.46,6886.92,Returning,Card
32,1033,2025-12-10,Delhi,Groceries,Oil,5,146.87,734.35,New,Cash
33,1034,2025-10-16,Chennai,Electronics,Mouse,8,512.12,4096.96,New,Card
34,1035,2025-05-06,Pune,Groceries,Oil,6,161.43,968.58,Returning,Card
35,1036,2025-12-01,Hyderabad,Home,Table,5,5111.68,25558.4,Returning,UPI
36,1037,2025-10-11,Bangalore,Clothing,Shoes,2,2694.86,5389.72,Returning,Cash
37,1038,2025-05-16,Vizag,Clothing,Shoes,4,2593.75,10375.0,Returning,UPI
38,1039,2025-06-20,Bangalore,Electronics,Monitor,5,10905.81,54529.05,Returning,Card
39,1040,2025-02-27,Chennai,Home,Table,7,5060.91,35426.37,New,UPI
40,1041,2025-01-22,Delhi,Groceries,Biscuits,3,39.44,118.32,Returning,UPI
41,1042,2025-07-01,Kolkata,Groceries,Oil,4,155.01,620.04,New,Card
42,1043,2025-06-20,Kolkata,Clothing,Jeans,7,1357.44,9502.08,New,Cash
43,1044,2025-08-29,Mumbai,Clothing,T-Shirt,7,644.66,4512.62,New,Net Banking
44,1045,2025-12-04,Mumbai,Groceries,Sugar,4,47.23,188.92,Returning,Cash
45,1046,2025-09-18,Kolkata,Groceries,Rice,5,77.62,388.1,Returning,UPI
46,1047,2025-05-16,Hyderabad,Electronics,Headphones,3,2032.24,6096.72,New,Net Banking
47,1048,2025-09-19,Chennai,Groceries,Sugar,7,51.06,357.42,Returning,Card
48,1049,2025-10-03,Mumbai,Groceries,Rice,7,72.03,504.21,Returning,Net Banking
49,1050,2025-03-05,Delhi,Electronics,Headphones,6,2065.35,12392.1,Returning,Net Banking
50,1051,2025-04-09,Kolkata,Groceries,Dal,5,121.31,606.55,Returning,Card
51,1052,2025-04-18,Kolkata,Groceries,Dal,1,115.29,115.29,Returning,Net Banking
52,1053,2025-03-28,Chennai,Home,Chair,4,2505.59,10022.36,Returning,Cash
53,1054,2025-04-12,Bangalore,Electronics,Keyboard,5,1133.91,5669.55,New,UPI
54,1055,2025-11-19,Mumbai,Clothing,Jacket,2,2973.25,5946.5,Returning,Net Banking
55,1056,2025-01-03,Chennai,Home,Pillow,3,515.61,1546.83,Returning,Card
56,1057,2025-05-08,Chennai,Clothing,Shirt,8,1092.05,8736.4,Returning,Card
57,1058,2025-08-15,Kolkata,Home,Table,6,5450.04,32700.24,Returning,Card
58,1059,2025-11-23,Delhi,Home,Chair,5,2625.89,13129.45,Returning,Card
59,1060,2025-05-01,Delhi,Groceries,Dal,2,125.13,250.26,Returning,Cash
60,1061,2025-12-22,Bangalore,Electronics,Keyboard,3,1135.5,3406.5,New,UPI
61,1062,2025-08-01,Hyderabad,Home,Chair,6,2521.31,15127.86,New,Net Banking
62,1063,2025-10-22,Kolkata,Home,Table,1,5356.73,5356.73,Returning,UPI
63,1064,2025-08-03,Mumbai,Groceries,Sugar,7,53.53,374.71,Returning,Card
64,1065,2025-06-22,Kolkata,Groceries,Dal,8,108.7,869.6,New,Net Banking
65,1066,2025-10-31,Hyderabad,Clothing,Shirt,1,1297.66,1297.66,New,Net Banking
66,1067,2025-07-14,Pune,Clothing,Jacket,3,2730.17,8190.51,New,Net Banking
67,1068,2025-08-04,Delhi,Groceries,Sugar,7,47.78,334.46,New,Net Banking
68,1069,2025-06-29,Mumbai,Electronics,Webcam,1,3849.94,3849.94,New,UPI
69,1070,2025-11-15,Bangalore,Electronics,Keyboard,4,1281.41,5125.64,New,Card
70,1071,2025-05-12,Pune,Home,Bedsheet,4,893.71,3574.84,New,UPI
71,1072,2025-06-09,Kolkata,Clothing,Shoes,2,2539.34,5078.68,Returning,Card
72,1073,2025-06-04,Chennai,Electronics,Webcam,4,3221.33,12885.32,New,Cash
73,1074,2025-06-24,Hyderabad,Home,Lamp,2,700.83,1401.66,Returning,Net Banking
74,1075,2025-08-24,Bangalore,Electronics,Monitor,6,12325.4,73952.4,Returning,Card
75,1076,2025-10-31,Delhi,Groceries,Biscuits,8,39.72,317.76,Returning,Card
76,1077,2025-08-26,Kolkata,Electronics,Headphones,8,1897.55,15180.4,Returning,UPI
77,1078,2025-07-01,Delhi,Home,Lamp,3,698.26,2094.78,Returning,Cash
78,1079,2025-04-08,Chennai,Groceries,Biscuits,1,40.13,40.13,New,Net Banking
79,1080,2025-11-27,Vizag,Home,Table,4,5190.61,20762.44,Returning,UPI
80,1081,2025-05-05,Delhi,Electronics,Headphones,4,1961.76,7847.04,Returning,Net Banking
81,1082,2025-08-21,Delhi,Groceries,Dal,6,116.44,698.64,Returning,Cash
82,1083,2025-10-02,Bangalore,Clothing,T-Shirt,4,577.87,2311.48,New,Card
83,1084,2025-04-10,Delhi,Home,Lamp,5,767.27,3836.35,New,Cash
84,1085,2025-03-06,Delhi,Clothing,Shoes,1,2604.01,2604.01,New,UPI
85,1086,2025-01-07,Delhi,Groceries,Oil,8,138.08,1104.64,Returning,Net Banking
86,1087,2025-05-10,Vizag,Home,Lamp,3,765.17,2295.51,New,UPI
87,1088,2025-12-18,Hyderabad,Home,Chair,2,2538.51,5077.02,New,Card
88,1089,2025-08-02,Mumbai,Groceries,Rice,4,73.9,295.6,Returning,Net Banking
89,1090,2025-11-14,Hyderabad,Home,Lamp,7,672.75,4709.25,New,Card
90,1091,2025-03-30,Chennai,Clothing,Shoes,2,2328.53,4657.06,New,UPI
91,1092,2025-04-29,Delhi,Home,Chair,8,2395.63,19165.04,Returning,Net Banking
92,1093,2025-11-17,Mumbai,Electronics,Keyboard,5,1269.08,6345.4,Returning,UPI
93,1094,2025-02-06,Hyderabad,Clothing,Jeans,5,1597.99,7989.95,New,Cash
94,1095,2025-06-05,Kolkata,Groceries,Dal,2,119.25,238.5,Returning,Net Banking
95,1096,2025-06-15,Delhi,Home,Bedsheet,1,970.1,970.1,New,UPI
96,1097,2025-12-11,Delhi,Clothing,Shirt,1,1319.9,1319.9,New,Card
97,1098,2025-04-03,Kolkata,Home,Table,8,5416.07,43328.56,Returning,UPI
98,1099,2025-12-10,Chennai,Home,Lamp,7,676.66,4736.62,New,Cash
99,1100,2025-07-25,Hyderabad,Home,Chair,5,2581.29,12906.45,Returning,UPI
100,1101,2025-07-26,Hyderabad,Groceries,Sugar,6,46.16,276.96,Returning,Net Banking
101,1102,2025-09-13,Vizag,Electronics,Keyboard,6,1229.43,7376.58,New,Card
102,1103,2025-08-13,Vizag,Groceries,Biscuits,3,43.42,130.26,New,UPI
103,1104,2025-10-10,Kolkata,Clothing,Jeans,5,1515.25,7576.25,New,Card
104,1105,2025-03-20,Vizag,Electronics,Monitor,2,12354.5,24709.0,Returning,Cash
105,1106,2025-10-10,Bangalore,Home,Chair,8,2371.87,18974.96,Returning,Card
106,1107,2025-08-01,Pune,Clothing,T-Shirt,5,632.72,3163.6,Returning,UPI
107,1108,2025-08-17,Vizag,Groceries,Sugar,8,53.65,429.2,Returning,Cash
108,1109,2025-12-24,Mumbai,Home,Chair,6,2684.8,16108.8,Returning,Card
109,1110,2025-12-28,Kolkata,Home,Bedsheet,6,944.05,5664.3,Returning,Card
110,1111,2025-10-30,Pune,Home,Bedsheet,3,900.41,2701.23,New,Net Banking
111,1112,2025-03-15,Kolkata,Electronics,Webcam,8,3160.74,25285.92,New,UPI
112,1113,2025-07-23,Chennai,Home,Lamp,6,717.26,4303.56,Returning,Net Banking
113,1114,2025-05-01,Delhi,Groceries,Dal,1,122.82,122.82,New,UPI
114,1115,2025-12-22,Delhi,Home,Bedsheet,2,889.86,1779.72,New,UPI
115,1116,2025-08-09,Bangalore,Groceries,Rice,5,77.74,388.7,New,Net Banking
116,1117,2025-07-15,Mumbai,Clothing,Jeans,3,1373.69,4121.07,Returning,Card
117,1118,2025-12-08,Hyderabad,Clothing,Jacket,5,2975.74,14878.7,Returning,Cash
118,1119,2025-10-28,Delhi,Clothing,T-Shirt,8,653.43,5227.44,Returning,Cash
119,1120,2025-09-05,Chennai,Home,Lamp,4,769.91,3079.64,New,Net Banking
120,1121,2025-06-01,Hyderabad,Groceries,Biscuits,5,43.94,219.7,Returning,Cash
121,1122,2025-09-12,Delhi,Electronics,Webcam,1,3787.43,3787.43,New,Cash
122,1123,2025-12-04,Bangalore,Clothing,Jeans,5,1553.33,7766.65,New,UPI
123,1124,2025-03-09,Chennai,Groceries,Dal,1,121.91,121.91,Returning,Cash
124,1125,2025-10-04,Pune,Home,Pillow,4,463.22,1852.88,Returning,Card
125,1126,2025-06-23,Chennai,Groceries,Dal,5,125.92,629.6,Returning,UPI
126,1127,2025-10-13,Pune,Clothing,Jeans,7,1640.18,11481.26,New,Net Banking
127,1128,2025-12-11,Delhi,Electronics,Headphones,2,1981.91,3963.82,Returning,Cash
128,1129,2025-10-15,Pune,Electronics,Keyboard,8,1086.01,8688.08,New,UPI
129,1130,2025-01-24,Hyderabad,Home,Lamp,7,646.33,4524.31,Returning,Net Banking
130,1131,2025-03-11,Kolkata,Electronics,Mouse,4,538.73,2154.92,Returning,Cash
131,1132,2025-12-02,Chennai,Home,Table,3,5385.41,16156.23,Returning,Net Banking
132,1133,2025-08-16,Mumbai,Groceries,Rice,6,75.48,452.88,Returning,UPI
133,1134,2025-05-22,Mumbai,Groceries,Biscuits,6,36.48,218.88,New,Net Banking
134,1135,2025-06-20,Mumbai,Electronics,Keyboard,1,1092.14,1092.14,New,Card
135,1136,2025-04-30,Pune,Electronics,Webcam,4,3560.47,14241.88,New,UPI
136,1137,2025-03-31,Chennai,Groceries,Oil,3,151.21,453.63,New,Card
137,1138,2025-01-09,Bangalore,Electronics,Headphones,4,2035.54,8142.16,Returning,UPI
138,1139,2025-09-01,Vizag,Clothing,Jacket,2,3147.4,6294.8,Returning,UPI
139,1140,2025-01-23,Delhi,Home,Table,4,5445.42,21781.68,Returning,UPI
140,1141,2025-02-25,Vizag,Electronics,Monitor,7,11823.06,82761.42,Returning,UPI
141,1142,2025-05-21,Pune,Electronics,Headphones,3,1826.27,5478.81,Returning,Cash
142,1143,2025-12-26,Chennai,Home,Table,7,4599.18,32194.26,New,Net Banking
143,1144,2025-08-21,Kolkata,Home,Pillow,7,483.89,3387.23,Returning,UPI
144,1145,2025-07-11,Bangalore,Groceries,Dal,6,123.96,743.76,Returning,UPI
145,1146,2025-07-10,Bangalore,Electronics,Mouse,2,493.19,986.38,New,Cash
146,1147,2025-08-05,Hyderabad,Electronics,Monitor,6,12896.66,77379.96,Returning,Cash
147,1148,2025-09-04,Mumbai,Groceries,Rice,4,74.48,297.92,New,Cash
148,1149,2025-08-08,Hyderabad,Groceries,Rice,5,81.19,405.95,Returning,UPI
149,1150,2025-06-29,Hyderabad,Clothing,Shoes,5,2710.77,13553.85,New,Card
150,1151,2025-01-16,Chennai,Home,Bedsheet,3,943.37,2830.11,New,Net Banking
151,1152,2025-06-09,Pune,Home,Chair,6,2328.7,13972.2,New,UPI
152,1153,2025-05-20,Vizag,Clothing,Jeans,1,1552.19,1552.19,Returning,Net Banking
153,1154,2025-09-20,Chennai,Home,Chair,5,2357.78,11788.9,Returning,Net Banking
154,1155,2025-06-07,Hyderabad,Electronics,Headphones,8,2010.77,16086.16,New,Net Banking
155,1156,2025-04-19,Bangalore,Electronics,Mouse,4,480.14,1920.56,Returning,Cash
156,1157,2025-08-09,Bangalore,Groceries,Rice,1,79.96,79.96,New,Net Banking
157,1158,2025-01-22,Kolkata,Clothing,Shirt,6,1097.3,6583.8,New,Net Banking
158,1159,2025-12-30,Kolkata,Electronics,Headphones,7,2029.36,14205.52,Returning,UPI
159,1160,2025-11-13,Vizag,Home,Bedsheet,6,840.94,5045.64,Returning,UPI
160,1161,2025-07-25,Chennai,Home,Bedsheet,4,888.42,3553.68,Returning,Cash
161,1162,2025-02-09,Chennai,Groceries,Oil,6,158.37,950.22,New,Cash
162,1163,2025-05-12,Mumbai,Groceries,Oil,4,138.08,552.32,New,Card
163,1164,2025-10-16,Vizag,Electronics,Keyboard,8,1191.35,9530.8,Returning,Cash
164,1165,2025-11-20,Delhi,Clothing,Jacket,2,2981.35,5962.7,Returning,UPI
165,1166,2025-08-20,Hyderabad,Groceries,Biscuits,2,38.48,76.96,New,Cash
166,1167,2025-09-17,Kolkata,Groceries,Rice,2,81.84,163.68,Returning,UPI
167,1168,2025-09-01,Bangalore,Home,Table,4,4821.53,19286.12,New,Net Banking
168,1169,2025-03-30,Hyderabad,Electronics,Headphones,2,2001.82,4003.64,New,Net Banking
169,1170,2025-05-25,Kolkata,Home,Table,3,4863.9,14591.7,Returning,Cash
170,1171,2025-10-13,Kolkata,Electronics,Headphones,2,1931.88,3863.76,Returning,Cash
171,1172,2025-03-14,Pune,Clothing,Shoes,2,2541.37,5082.74,Returning,Net Banking
172,1173,2025-07-12,Pune,Clothing,Shirt,2,1154.3,2308.6,New,UPI
173,1174,2025-06-08,Bangalore,Home,Table,6,4518.23,27109.38,New,Cash
174,1175,2025-03-21,Chennai,Home,Pillow,4,550.0,2200.0,Returning,UPI
175,1176,2025-03-20,Bangalore,Electronics,Headphones,3,2038.9,6116.7,New,Card
176,1177,2025-05-02,Vizag,Home,Bedsheet,7,875.57,6128.99,Returning,Net Banking
177,1178,2025-08-29,Mumbai,Clothing,Shirt,4,1154.27,4617.08,Returning,Net Banking
178,1179,2025-08-03,Bangalore,Home,Lamp,7,700.41,4902.87,New,Card
179,1180,2025-10-11,Chennai,Groceries,Rice,8,85.99,687.92,New,Cash
180,1181,2025-09-20,Bangalore,Electronics,Keyboard,5,1187.84,5939.2,Returning,UPI
181,1182,2025-08-01,Hyderabad,Clothing,Jacket,6,3258.28,19549.68,Returning,Cash
182,1183,2025-01-15,Pune,Clothing,Jacket,2,2924.95,5849.9,New,Cash
183,1184,2025-08-30,Bangalore,Clothing,Jeans,1,1436.06,1436.06,Returning,Net Banking
184,1185,2025-03-18,Kolkata,Electronics,Mouse,1,475.59,475.59,New,Cash
185,1186,2025-08-03,Vizag,Clothing,Shoes,2,2273.87,4547.74,New,UPI
186,1187,2025-10-22,Mumbai,Home,Table,1,5131.95,5131.95,New,Cash
187,1188,2025-08-02,Bangalore,Home,Bedsheet,6,853.3,5119.8,New,Cash
188,1189,2025-08-29,Hyderabad,Electronics,Webcam,1,3423.32,3423.32,Returning,Cash
189,1190,2025-06-26,Mumbai,Groceries,Rice,6,84.62,507.72,New,Cash
190,1191,2025-11-26,Bangalore,Clothing,T-Shirt,6,605.52,3633.12,Returning,Net Banking
191,1192,2025-08-23,Hyderabad,Clothing,Jeans,2,1564.81,3129.62,Returning,Card
192,1193,2025-06-08,Kolkata,Electronics,Keyboard,1,1155.74,1155.74,Returning,Cash
193,1194,2025-01-25,Pune,Electronics,Keyboard,5,1165.67,5828.35,Returning,UPI
194,1195,2025-07-17,Pune,Groceries,Dal,7,125.84,880.88,New,Net Banking
195,1196,2025-08-06,Chennai,Home,Lamp,5,742.16,3710.8,Returning,Card
196,1197,2025-12-05,Delhi,Groceries,Sugar,2,45.8,91.6,Returning,Net Banking
197,1198,2025-01-22,Pune,Home,Pillow,8,485.15,3881.2,Returning,Cash
198,1199,2025-12-14,Bangalore,Electronics,Mouse,7,486.33,3404.31,New,Card
199,1200,2025-11-27,Pune,Home,Bedsheet,3,822.1,2466.3,Returning,Net Banking
200,1201,2025-07-09,Pune,Electronics,Webcam,3,3625.34,10876.02,Returning,UPI
201,1202,2025-11-29,Delhi,Clothing,Shirt,6,1175.53,7053.18,New,UPI
202,1203,2025-10-15,Chennai,Electronics,Keyboard,8,1204.26,9634.08,Returning,Cash
203,1204,2025-09-09,Mumbai,Home,Pillow,5,519.4,2597.0,New,Card
204,1205,2025-08-16,Chennai,Electronics,Monitor,3,12956.83,38870.49,Returning,Cash
205,1206,2025-03-22,Bangalore,Electronics,Webcam,5,3773.93,18869.65,Returning,Card
206,1207,2025-09-10,Hyderabad,Electronics,Keyboard,3,1136.82,3410.46,Returning,Cash
207,1208,2025-02-14,Chennai,Home,Table,3,5111.95,15335.85,Returning,Net Banking
208,1209,2025-10-22,Chennai,Home,Table,7,5269.16,36884.12,New,Cash
209,1210,2025-06-26,Bangalore,Electronics,Monitor,8,12432.26,99458.08,New,Card
210,1211,2025-09-23,Bangalore,Home,Table,1,5331.39,5331.39,Returning,Card
211,1212,2025-09-23,Delhi,Clothing,Shoes,4,2423.01,9692.04,New,Cash
212,1213,2025-06-05,Chennai,Clothing,Shirt,5,1110.04,5550.2,New,Card
213,1214,2025-10-16,Hyderabad,Clothing,Shirt,6,1282.21,7693.26,New,UPI
214,1215,2025-10-20,Kolkata,Electronics,Webcam,5,3605.79,18028.95,New,Net Banking
215,1216,2025-12-17,Kolkata,Groceries,Sugar,8,47.45,379.6,Returning,Net Banking
216,1217,2025-09-05,Vizag,Electronics,Mouse,3,493.96,1481.88,New,Cash
217,1218,2025-06-26,Kolkata,Clothing,Shoes,6,2617.1,15702.6,New,Cash
218,1219,2025-05-17,Vizag,Electronics,Headphones,4,1986.59,7946.36,New,Card
219,1220,2025-11-12,Kolkata,Electronics,Mouse,5,544.54,2722.7,New,Card
220,1221,2025-03-23,Vizag,Groceries,Biscuits,6,37.52,225.12,Returning,Net Banking
221,1222,2025-07-21,Vizag,Groceries,Dal,1,110.16,110.16,New,Card
222,1223,2025-11-02,Vizag,Groceries,Rice,1,76.5,76.5,Returning,UPI
223,1224,2025-07-07,Kolkata,Electronics,Monitor,3,12917.89,38753.67,Returning,UPI
224,1225,2025-05-28,Chennai,Home,Bedsheet,4,875.25,3501.0,Returning,Net Banking
225,1226,2025-02-19,Kolkata,Groceries,Biscuits,2,37.03,74.06,Returning,Cash
226,1227,2025-07-25,Hyderabad,Groceries,Oil,4,153.07,612.28,New,UPI
227,1228,2025-03-18,Bangalore,Clothing,Shoes,8,2509.67,20077.36,Returning,Cash
228,1229,2025-09-17,Vizag,Clothing,Jacket,5,3056.23,15281.15,Returning,Net Banking
229,1230,2025-08-02,Delhi,Electronics,Headphones,6,2069.52,12417.12,New,Net Banking
230,1231,2025-10-26,Vizag,Groceries,Biscuits,4,41.77,167.08,New,Net Banking
231,1232,2025-12-25,Chennai,Clothing,Jeans,1,1521.77,1521.77,New,UPI
232,1233,2025-12-20,Mumbai,Home,Lamp,7,651.2,4558.4,Returning,Net Banking
233,1234,2025-12-06,Vizag,Electronics,Keyboard,4,1214.61,4858.44,Returning,Cash
234,1235,2025-12-13,Delhi,Clothing,Jacket,6,3027.76,18166.56,Returning,Card
235,1236,2025-06-02,Delhi,Clothing,Shoes,5,2362.43,11812.15,New,Net Banking
236,1237,2025-05-21,Delhi,Groceries,Dal,6,121.45,728.7,New,Net Banking
237,1238,2025-05-28,Chennai,Home,Lamp,3,670.66,2011.98,Returning,Net Banking
238,1239,2025-10-03,Delhi,Groceries,Dal,4,112.85,451.4,Returning,Card
239,1240,2025-12-09,Mumbai,Electronics,Webcam,4,3319.72,13278.88,New,UPI
240,1241,2025-02-21,Bangalore,Electronics,Monitor,6,12521.66,75129.96,New,Card
241,1242,2025-05-28,Pune,Home,Chair,8,2575.27,20602.16,Returning,UPI
242,1243,2025-01-20,Bangalore,Electronics,Webcam,4,3524.61,14098.44,Returning,Card
243,1244,2025-05-29,Hyderabad,Electronics,Monitor,8,11247.15,89977.2,New,Cash
244,1245,2025-11-25,Vizag,Electronics,Headphones,5,1981.74,9908.7,New,Net Banking
245,1246,2025-08-23,Delhi,Groceries,Oil,2,144.92,289.84,New,UPI
246,1247,2025-11-24,Kolkata,Groceries,Sugar,4,46.75,187.0,Returning,Cash
247,1248,2025-03-13,Vizag,Electronics,Monitor,2,11243.47,22486.94,Returning,Card
248,1249,2025-05-17,Pune,Electronics,Headphones,7,1894.21,13259.47,Returning,UPI
249,1250,2025-03-02,Vizag,Groceries,Sugar,4,45.62,182.48,Returning,Card
250,1251,2025-11-24,Delhi,Home,Table,5,5190.29,25951.45,Returning,Card
251,1252,2025-11-07,Pune,Clothing,Jeans,8,1395.96,11167.68,Returning,Net Banking
252,1253,2025-09-28,Pune,Clothing,Jeans,2,1507.65,3015.3,New,UPI
253,1254,2025-03-18,Bangalore,Electronics,Webcam,4,3550.89,14203.56,Returning,Net Banking
254,1255,2025-09-19,Vizag,Electronics,Keyboard,8,1101.83,8814.64,New,Net Banking
255,1256,2025-01-30,Vizag,Clothing,Shirt,7,1189.63,8327.41,Returning,UPI
256,1257,2025-10-24,Chennai,Home,Lamp,1,734.41,734.41,New,Net Banking
257,1258,2025-02-05,Vizag,Groceries,Rice,1,86.95,86.95,New,Cash
258,1259,2025-11-27,Kolkata,Home,Pillow,3,526.58,1579.74,Returning,Net Banking
259,1260,2025-12-05,Bangalore,Home,Chair,7,2290.12,16030.84,Returning,UPI
260,1261,2025-04-25,Hyderabad,Clothing,Shirt,7,1206.92,8448.44,New,Cash
261,1262,2025-04-28,Mumbai,Home,Table,7,5031.93,35223.51,Returning,Cash
262,1263,2025-02-27,Hyderabad,Clothing,Shoes,4,2718.71,10874.84,Returning,UPI
263,1264,2025-01-18,Vizag,Clothing,Jeans,2,1380.27,2760.54,New,Card
264,1265,2025-04-22,Hyderabad,Electronics,Monitor,8,11362.41,90899.28,New,Cash
265,1266,2025-12-11,Pune,Clothing,Shirt,6,1218.59,7311.54,New,Cash
266,1267,2025-05-21,Hyderabad,Clothing,Shirt,4,1179.25,4717.0,New,Net Banking
267,1268,2025-12-10,Kolkata,Home,Bedsheet,6,979.49,5876.94,Returning,Net Banking
268,1269,2025-10-03,Vizag,Home,Pillow,5,487.65,2438.25,New,Card
269,1270,2025-10-15,Kolkata,Groceries,Oil,8,162.44,1299.52,Returning,Card
270,1271,2025-11-28,Chennai,Home,Pillow,5,470.33,2351.65,Returning,Cash
271,1272,2025-07-13,Hyderabad,Electronics,Webcam,4,3186.08,12744.32,New,Card
272,1273,2025-06-20,Delhi,Clothing,Jacket,4,3221.68,12886.72,New,Card
273,1274,2025-12-23,Mumbai,Clothing,T-Shirt,8,649.73,5197.84,Returning,Card
274,1275,2025-11-29,Pune,Groceries,Sugar,7,49.66,347.62,Returning,Cash
275,1276,2025-08-29,Pune,Groceries,Biscuits,8,39.73,317.84,New,Cash
276,1277,2025-04-24,Bangalore,Groceries,Dal,1,121.5,121.5,New,Cash
277,1278,2025-04-28,Kolkata,Home,Lamp,3,657.47,1972.41,New,Net Banking
278,1279,2025-11-25,Vizag,Groceries,Sugar,8,54.67,437.36,Returning,Card
279,1280,2025-09-08,Bangalore,Groceries,Oil,3,156.61,469.83,New,UPI
280,1281,2025-11-19,Mumbai,Electronics,Mouse,1,491.24,491.24,New,Card
281,1282,2025-11-13,Vizag,Electronics,Keyboard,8,1169.57,9356.56,Returning,UPI
282,1283,2025-09-29,Delhi,Electronics,Webcam,7,3158.3,22108.1,Returning,UPI
283,1284,2025-09-26,Bangalore,Home,Pillow,2,541.8,1083.6,New,Card
284,1285,2025-02-10,Pune,Groceries,Sugar,5,52.95,264.75,Returning,Net Banking
285,1286,2025-02-11,Hyderabad,Clothing,Jeans,5,1555.21,7776.05,New,Net Banking
286,1287,2025-01-05,Bangalore,Home,Chair,8,2278.06,18224.48,New,Net Banking
287,1288,2025-01-22,Mumbai,Home,Lamp,2,755.27,1510.54,New,Net Banking
288,1289,2025-05-24,Hyderabad,Groceries,Rice,2,82.95,165.9,New,Cash
289,1290,2025-12-31,Kolkata,Electronics,Keyboard,3,1260.54,3781.62,New,Cash
290,1291,2025-07-19,Pune,Clothing,Shirt,4,1216.01,4864.04,Returning,Card
291,1292,2025-08-12,Mumbai,Electronics,Webcam,6,3187.59,19125.54,New,Cash
292,1293,2025-08-19,Vizag,Home,Lamp,1,718.78,718.78,New,Cash
293,1294,2025-12-05,Kolkata,Home,Chair,3,2589.85,7769.55,New,Cash
294,1295,2025-07-14,Bangalore,Clothing,T-Shirt,2,572.16,1144.32,Returning,Cash
295,1296,2025-06-07,Vizag,Groceries,Rice,2,72.08,144.16,Returning,Cash
296,1297,2025-08-18,Kolkata,Electronics,Keyboard,2,1124.97,2249.94,New,UPI
297,1298,2025-06-16,Kolkata,Electronics,Headphones,2,2038.77,4077.54,New,Cash
298,1299,2025-10-14,Mumbai,Home,Chair,2,2612.42,5224.84,New,Net Banking
299,1300,2025-09-10,Bangalore,Clothing,Jeans,5,1440.34,7201.7,New,Card
300,1301,2025-02-09,Pune,Home,Lamp,7,671.97,4703.79,Returning,Card
301,1302,2025-03-11,Delhi,Home,Table,4,4957.86,19831.44,New,Net Banking
302,1303,2025-06-18,Vizag,Groceries,Biscuits,7,42.43,297.01,Returning,Net Banking
303,1304,2025-12-22,Mumbai,Clothing,Shoes,6,2551.61,15309.66,Returning,Cash
304,1305,2025-12-22,Vizag,Clothing,Jacket,6,2874.87,17249.22,New,Cash
